no_of_bedrooms,no_of_bathrooms,flat_area_in_sqft,lot_area_in_sqft,no_of_floors,waterfront_view,condition_of_the_house,overall_grade,area_of_the_house_from_basement_in_sqft,basement_area_in_sqft,age_of_house_in_years,zipcode,latitude,longitude,living_area_after_renovation_in_sqft,lot_area_after_renovation_in_sqft,does_basement_exist
3,2.5,2150.0,4084.0,2.0,no,fair,8,2150.0,0,11,98126,47.5488,-122.372,1750.0,2385,0
3,2.0,1260.0,7346.0,1.0,no,fair,7,1260.0,0,31,98031,47.4034,-122.176,1460.0,7363,0
4,2.25,4070.0,23321.0,2.0,no,good,10,4070.0,0,50,98040,47.5563,-122.219,2820.0,10871,0
3,2.25,2120.0,13644.0,2.0,no,good,9,1420.0,700,45,98040,47.5574,-122.214,2950.0,17060,1
4,2.5,1830.0,4500.0,2.0,no,fair,7,1830.0,0,14,98038,47.3504,-122.005,2080.0,5100,0
6,1.75,2490.0,8732.0,1.5,no,good,8,2490.0,0,52,98034,47.7252,-122.187,1840.0,8024,0
2,1.0,840.0,11600.0,1.0,no,fair,6,840.0,0,66,98168,47.492,-122.302,1610.0,9120,0
4,2.75,2100.0,88426.0,1.0,no,fair,6,2100.0,0,28,98038,47.399,-122.011,2150.0,63162,0
3,1.75,1300.0,7030.0,1.0,no,fair,7,1300.0,0,50,98034,47.721,-122.179,1450.0,7650,0
4,2.25,2020.0,8424.0,1.0,no,good,7,1380.0,640,39,98034,47.7262,-122.233,2030.0,7236,1
3,1.75,1900.0,5520.0,1.0,no,fair,7,1280.0,620,36,98118,47.5549,-122.292,1330.0,5196,1
3,1.75,1560.0,7245.0,1.5,no,fair,7,1560.0,0,56,98052,47.6868,-122.119,2220.0,8502,0
3,1.0,1220.0,22443.0,1.0,no,good,7,1220.0,0,46,98001,47.2633,-122.245,1260.0,19950,0
5,1.75,2040.0,8996.0,1.0,no,good,7,1020.0,1020,56,98008,47.588,-122.118,1950.0,8270,1
4,1.0,1540.0,5000.0,1.5,no,good,7,1090.0,450,96,98115,47.6754,-122.294,1590.0,5000,1
3,1.0,1070.0,10125.0,1.0,no,fair,7,1070.0,0,57,98033,47.7012,-122.167,1540.0,10200,0
3,2.0,1980.0,2674.0,3.0,no,fair,8,1980.0,0,11,98136,47.5524,-122.382,1440.0,2674,0
3,1.0,840.0,6500.0,1.0,no,excellent,6,840.0,0,49,98042,47.3637,-122.083,920.0,4680,0
3,1.0,1210.0,4731.0,1.5,no,fair,7,1210.0,0,117,98117,47.6865,-122.397,1450.0,5264,0
5,3.75,3940.0,13738.0,1.5,no,good,9,3940.0,0,67,98004,47.6203,-122.212,2370.0,13320,0
3,1.0,1240.0,3600.0,1.5,no,fair,7,1240.0,0,116,98144,47.5986,-122.298,1680.0,3600,0
4,1.0,1600.0,5500.0,1.5,no,good,7,1600.0,0,72,98117,47.6983,-122.393,1900.0,5500,0
4,3.5,3080.0,4815.0,2.0,no,fair,10,2300.0,780,81,98199,47.6417,-122.411,2910.0,5350,1
4,1.0,1460.0,18599.0,1.5,no,fair,5,1460.0,0,78,98146,47.5006,-122.351,1320.0,8100,0
5,3.0,2110.0,10766.0,2.0,no,fair,7,2110.0,0,13,98030,47.3599,-122.176,1460.0,10400,0
4,2.5,3070.0,8086.0,2.0,no,fair,10,3070.0,0,13,98059,47.5399,-122.16,3320.0,10738,0
4,2.75,2340.0,11034.0,1.0,no,fair,8,1720.0,620,51,98155,47.7686,-122.278,2370.0,11941,1
3,2.0,1300.0,22605.0,1.0,no,fair,7,1300.0,0,20,98056,47.5337,-122.187,2250.0,10215,0
4,2.5,3010.0,9600.0,1.0,no,fair,9,1510.0,1500,39,98006,47.5519,-122.156,2780.0,10000,1
3,2.75,3470.0,9610.0,3.0,yes,fair,10,3470.0,0,29,98034,47.7205,-122.26,4130.0,11875,0
4,1.0,1430.0,4080.0,1.5,no,fair,7,1430.0,0,94,98105,47.6696,-122.324,1760.0,4080,0
3,3.25,1520.0,1500.0,3.0,no,fair,7,1520.0,0,18,98107,47.67,-122.389,1520.0,1323,0
3,2.5,2660.0,20369.0,2.0,no,fair,8,2660.0,0,26,98027,47.5234,-122.055,2720.0,12927,0
4,2.0,1580.0,9600.0,1.0,no,excellent,7,1050.0,530,53,98198,47.4091,-122.313,1710.0,9600,1
3,1.5,1210.0,5200.0,1.0,no,excellent,6,1210.0,0,49,98042,47.3615,-122.087,1120.0,5200,0
3,2.5,1790.0,6452.0,2.0,no,fair,7,1790.0,0,14,98038,47.3841,-122.042,1610.0,3600,0
3,1.5,1650.0,8676.0,1.0,no,good,8,1130.0,520,39,98133,47.7471,-122.352,1400.0,8499,1
3,1.25,2400.0,6653.0,3.0,no,fair,10,2400.0,0,26,98122,47.6019,-122.29,1910.0,6653,0
3,2.25,1850.0,7151.0,2.0,no,fair,7,1850.0,0,29,98023,47.2843,-122.352,1710.0,6827,0
3,2.25,1420.0,3750.0,2.0,no,fair,7,1420.0,0,31,98116,47.5725,-122.383,1430.0,4664,0
3,2.0,1470.0,12096.0,1.0,no,good,6,1470.0,0,76,98030,47.3734,-122.193,1470.0,10966,0
4,2.0,1810.0,8750.0,1.0,no,okay,7,1110.0,700,51,98058,47.4307,-122.17,1810.0,8750,1
4,2.25,1790.0,7203.0,1.0,no,good,7,1110.0,680,45,98155,47.7709,-122.294,2270.0,9000,1
2,1.75,1170.0,4635.0,1.0,no,good,6,690.0,480,94,98117,47.6842,-122.359,1240.0,4120,1
4,1.0,1710.0,7000.0,1.5,no,fair,7,1710.0,0,68,98125,47.7037,-122.293,2030.0,7938,0
2,1.0,850.0,4650.0,1.0,no,fair,7,850.0,0,43,98117,47.6926,-122.365,980.0,4700,0
2,1.0,800.0,4342.0,1.0,no,fair,6,670.0,130,91,98115,47.6997,-122.316,1210.0,4343,1
4,2.5,3470.0,10045.0,2.0,no,fair,10,3470.0,0,25,98027,47.554,-122.095,4370.0,12359,0
4,2.25,2250.0,3600.0,2.0,no,good,9,2010.0,240,106,98119,47.643,-122.37,1910.0,3990,1
4,2.5,2180.0,7203.0,2.0,no,good,8,2180.0,0,29,98059,47.5119,-122.151,2350.0,7334,0
3,1.75,1700.0,8432.0,1.0,no,fair,8,1230.0,470,41,98125,47.7221,-122.317,1800.0,7842,1
3,2.0,2920.0,13650.0,1.0,no,excellent,8,1460.0,1460,43,98033,47.6652,-122.188,2920.0,10988,1
3,1.5,1010.0,5000.0,1.0,no,fair,6,1010.0,0,75,98178,47.4925,-122.278,980.0,5000,0
3,1.75,2110.0,11250.0,1.0,no,good,8,2110.0,0,57,98040,47.5402,-122.216,2560.0,10992,0
5,3.0,4780.0,20440.0,1.0,no,good,10,3660.0,1120,43,98039,47.6242,-122.239,4660.0,20440,1
5,1.75,1890.0,5000.0,1.5,no,fair,7,1090.0,800,112,98107,47.6711,-122.372,1610.0,5000,1
3,2.25,1900.0,7250.0,1.0,no,fair,7,1250.0,650,51,98146,47.4869,-122.344,1560.0,9420,1
4,1.75,2240.0,9886.0,1.5,no,good,7,2240.0,0,53,98008,47.6294,-122.116,1540.0,8040,0
2,1.0,770.0,4840.0,1.0,no,good,7,770.0,0,91,98126,47.551,-122.376,930.0,4840,0
4,2.5,2500.0,9654.0,1.0,no,fair,8,1830.0,670,39,98023,47.3137,-122.343,2500.0,8839,1
3,1.0,990.0,8255.0,1.0,no,fair,7,990.0,0,65,98148,47.425,-122.331,1180.0,9750,0
3,1.0,1440.0,11250.0,1.0,no,fair,7,1440.0,0,51,98055,47.4627,-122.213,2200.0,11250,0
3,1.75,2300.0,35722.0,1.0,no,fair,9,2300.0,0,34,98072,47.7455,-122.112,2600.0,34798,0
4,1.5,1960.0,12688.0,1.5,no,good,7,1960.0,0,56,98052,47.6304,-122.097,2050.0,9375,0
4,2.25,2360.0,11523.0,2.0,no,good,10,2360.0,0,50,98040,47.5318,-122.224,2850.0,11362,0
4,3.25,2730.0,54014.0,1.0,no,fair,9,1560.0,1170,11,98059,47.5133,-122.11,2730.0,111274,1
3,1.75,1340.0,2805.0,1.5,no,fair,7,1340.0,0,99,98144,47.5922,-122.297,1650.0,2805,0
3,1.75,1290.0,10117.0,1.0,no,fair,7,1290.0,0,34,98072,47.7598,-122.146,1770.0,11839,0
3,2.0,1310.0,8069.0,1.0,no,fair,7,1310.0,0,28,98042,47.3694,-122.083,1310.0,8392,0
5,1.75,2020.0,6565.0,1.0,no,fair,8,1120.0,900,62,98115,47.6821,-122.283,2020.0,6552,1
2,1.0,970.0,3300.0,1.0,no,good,7,970.0,0,102,98103,47.6609,-122.343,1060.0,3600,0
4,3.0,1984.0,4419.0,2.0,no,fair,7,1984.0,0,8,98002,47.3514,-122.213,2440.0,4418,0
2,2.0,1660.0,4500.0,1.0,no,fair,8,1660.0,0,15,98053,47.7094,-122.031,1670.0,5580,0
4,1.5,1920.0,10403.0,1.0,no,fair,7,1370.0,550,59,98023,47.2987,-122.366,1550.0,9619,1
3,1.0,1020.0,8437.0,1.0,no,excellent,6,1020.0,0,31,98022,47.2093,-122.0,1420.0,8500,0
4,2.75,2830.0,7334.0,2.0,no,fair,8,2830.0,0,13,98059,47.4868,-122.141,2830.0,7378,0
4,2.5,2320.0,5375.0,2.0,no,fair,7,2320.0,0,12,98065,47.5415,-121.883,2060.0,5395,0
3,2.5,1630.0,5996.0,2.0,no,fair,7,1630.0,0,32,98055,47.4738,-122.19,1660.0,4504,0
2,1.0,980.0,3800.0,1.0,no,fair,7,980.0,0,92,98103,47.6903,-122.34,1520.0,5010,0
3,2.0,1620.0,7800.0,1.0,no,fair,7,1200.0,420,49,98034,47.7288,-122.171,1540.0,7565,1
3,2.75,1050.0,7200.0,1.0,no,fair,7,1050.0,0,33,98125,47.7163,-122.303,1860.0,9000,0
3,2.5,1990.0,5149.0,2.0,no,fair,8,1990.0,0,15,98075,47.5895,-122.019,2280.0,4506,0
3,1.75,1760.0,4125.0,1.5,no,good,7,1760.0,0,91,98103,47.6748,-122.352,1760.0,4000,0
3,1.75,1650.0,10150.0,1.0,no,fair,8,1230.0,420,42,98033,47.6963,-122.169,1930.0,8958,1
2,1.0,810.0,6480.0,1.0,no,excellent,6,810.0,0,76,98199,47.6493,-122.398,1920.0,6000,0
5,2.5,3100.0,5374.0,2.5,no,good,9,3100.0,0,112,98122,47.6154,-122.283,2180.0,5800,0
4,2.5,1921.0,4888.0,2.0,no,fair,7,1921.0,0,9,98001,47.2689,-122.24,1921.0,9140,0
3,1.0,870.0,5200.0,1.0,no,excellent,6,870.0,0,49,98042,47.3701,-122.078,1020.0,5200,0
4,2.25,2030.0,11585.0,1.0,no,good,7,1590.0,440,51,98052,47.6561,-122.13,1960.0,8977,1
4,2.5,2230.0,5650.0,2.0,no,fair,7,2230.0,0,7,98056,47.5073,-122.168,1590.0,7241,0
3,3.5,1790.0,1288.0,3.0,no,fair,8,1390.0,400,18,98199,47.651,-122.384,1560.0,1426,1
4,1.75,1880.0,7632.0,1.0,no,good,7,1180.0,700,40,98023,47.3068,-122.372,1840.0,8528,1
3,1.0,1460.0,9750.0,1.0,no,good,7,1460.0,0,49,98042,47.3242,-122.144,1270.0,9750,0
4,1.0,1210.0,6000.0,1.5,no,fair,7,1210.0,0,75,98178,47.5026,-122.234,1470.0,6000,0
5,2.0,2500.0,7804.0,1.5,no,fair,7,1570.0,930,97,98146,47.5031,-122.348,1170.0,7676,1
3,1.0,1040.0,4240.0,1.0,no,good,7,860.0,180,94,98117,47.6768,-122.367,1170.0,4240,1
4,2.5,2640.0,8055.0,2.0,no,fair,9,2640.0,0,14,98092,47.315,-122.193,1650.0,8055,0
3,2.5,1720.0,3012.0,2.0,no,fair,9,1720.0,0,7,98133,47.7312,-122.334,1720.0,7658,0
2,2.25,1510.0,7280.0,2.0,no,fair,7,1510.0,0,31,98074,47.6264,-122.058,1510.0,8120,0
4,2.25,2640.0,3000.0,2.0,no,fair,7,2080.0,560,110,98109,47.6313,-122.344,1910.0,3000,1
2,1.5,920.0,1458.0,2.0,no,fair,7,920.0,0,23,98133,47.7081,-122.342,1110.0,1598,0
3,1.75,1890.0,10661.0,1.0,no,excellent,7,1460.0,430,40,98038,47.3583,-122.056,1680.0,9604,1
2,1.0,2020.0,6720.0,1.0,no,fair,7,1010.0,1010,70,98118,47.5474,-122.291,1720.0,6720,1
4,3.25,3200.0,7081.0,2.0,no,fair,9,3200.0,0,14,98075,47.5886,-121.989,3120.0,6094,0
3,2.0,1340.0,9764.0,1.0,no,fair,7,1340.0,0,74,98052,47.6786,-122.161,1310.0,9764,0
3,1.5,800.0,8850.0,1.0,no,good,6,800.0,0,59,98023,47.3266,-122.348,820.0,8775,0
4,3.25,4400.0,262666.0,2.0,no,fair,10,4400.0,0,30,98075,47.5927,-122.064,3240.0,9791,0
4,2.5,3180.0,13118.0,2.0,no,good,10,3180.0,0,32,98040,47.5382,-122.23,3070.0,12861,0
4,2.25,1780.0,6120.0,1.0,no,fair,8,1310.0,470,67,98115,47.6955,-122.287,1780.0,6120,1
3,1.75,2300.0,12000.0,1.0,no,fair,8,1770.0,530,76,98133,47.7599,-122.343,2030.0,6000,1
4,3.0,3520.0,128502.0,2.0,no,good,10,3520.0,0,37,98072,47.7448,-122.117,3260.0,79714,0
4,1.75,2660.0,3520.0,2.0,no,good,8,2080.0,580,101,98115,47.6743,-122.308,2100.0,4080,1
4,2.5,3135.0,5811.0,2.0,no,fair,9,3135.0,0,13,98092,47.3263,-122.18,3008.0,5799,0
3,1.75,1990.0,5600.0,1.0,no,fair,8,1330.0,660,77,98199,47.65,-122.415,2630.0,6780,1
4,2.5,2420.0,10285.0,1.0,no,fair,8,1700.0,720,60,98146,47.4871,-122.36,2540.0,9900,1
1,1.5,1120.0,912.0,3.0,no,fair,7,1120.0,0,7,98144,47.5924,-122.299,1380.0,3200,0
2,1.75,1430.0,7921.0,1.0,no,fair,7,1430.0,0,35,98146,47.5088,-122.371,1290.0,8040,0
4,3.0,3500.0,13444.0,2.0,no,fair,10,2360.0,1140,41,98040,47.5468,-122.231,3140.0,12935,1
2,1.0,1000.0,8212.0,1.0,no,good,7,1000.0,0,71,98133,47.7444,-122.341,1620.0,8214,0
3,2.0,2250.0,8800.0,1.0,no,good,7,1250.0,1000,93,98116,47.5737,-122.409,2250.0,4800,1
4,1.75,1730.0,7245.0,1.0,no,good,7,880.0,850,63,98007,47.5995,-122.144,1550.0,7245,1
3,1.0,1260.0,5000.0,1.0,no,good,6,1260.0,0,50,98014,47.6492,-121.915,1180.0,7500,0
4,1.75,2180.0,9702.0,1.0,no,excellent,7,1090.0,1090,56,98178,47.4973,-122.268,2020.0,9792,1
3,2.75,1820.0,52889.0,2.0,no,fair,8,1820.0,0,27,98070,47.50100000000001,-122.463,1820.0,45528,0
3,2.5,2260.0,93218.0,1.0,no,good,6,2260.0,0,20,98022,47.2582,-121.935,2180.0,111078,0
4,3.5,3770.0,8501.0,2.0,no,fair,10,3770.0,0,10,98033,47.6744,-122.196,1520.0,9660,0
4,2.75,3550.0,9400.0,2.0,no,fair,9,3550.0,0,4,98059,47.4827,-122.131,3550.0,9421,0
4,2.75,2600.0,2750.0,1.5,no,fair,7,1620.0,980,82,98119,47.6413,-122.357,1960.0,3705,1
3,1.75,1160.0,22470.0,1.0,no,good,7,1160.0,0,42,98028,47.7595,-122.23,1940.0,15999,0
5,2.75,2910.0,36250.0,1.0,no,fair,8,1590.0,1320,41,98075,47.5916,-122.076,2910.0,37376,1
4,2.0,1650.0,3504.0,1.0,no,fair,7,760.0,890,67,98144,47.5803,-122.294,1480.0,3504,1
2,1.0,2020.0,7540.0,1.0,no,fair,7,1010.0,1010,97,98118,47.5359,-122.28,1270.0,4652,1
2,1.0,900.0,6400.0,1.0,no,excellent,6,900.0,0,80,98022,47.2113,-121.992,1320.0,6400,0
5,1.75,2000.0,10246.0,1.0,no,fair,7,1200.0,800,65,98178,47.5084,-122.246,2340.0,9030,1
3,1.75,1650.0,3200.0,1.5,no,fair,8,1650.0,0,117,98102,47.6209,-122.317,1500.0,2400,0
4,2.25,1990.0,4600.0,1.5,no,good,8,1420.0,570,86,98126,47.5638,-122.38,1810.0,5750,1
4,2.5,2460.0,4166.0,2.0,no,fair,9,2460.0,0,15,98034,47.7072,-122.232,2460.0,4964,0
3,2.5,2150.0,7484.0,2.0,no,fair,8,2150.0,0,30,98074,47.6191,-122.043,2150.0,6879,0
3,1.75,2390.0,11242.0,1.0,no,fair,7,1290.0,1100,59,98155,47.7759,-122.272,2270.0,9650,1
3,1.75,1330.0,9831.0,1.0,no,fair,7,1330.0,0,31,98001,47.3304,-122.277,1330.0,7500,0
4,2.5,2420.0,4981.0,2.0,no,fair,9,2420.0,0,9,98038,47.3785,-122.023,2420.0,5000,0
4,4.5,3860.0,15246.0,2.0,no,fair,10,2940.0,920,14,98006,47.56,-122.161,3750.0,14790,1
4,2.75,1550.0,4000.0,1.5,no,fair,9,1550.0,0,88,98105,47.6596,-122.28,2120.0,4000,0
3,1.75,1330.0,7848.0,1.0,no,fair,8,1330.0,0,40,98058,47.4463,-122.127,2110.0,8497,0
4,1.0,2500.0,35802.0,1.5,no,fair,7,2500.0,0,63,98005,47.6488,-122.153,2880.0,40510,0
4,2.25,2280.0,8550.0,1.0,no,fair,8,1660.0,620,41,98034,47.701,-122.231,2590.0,9500,1
3,1.75,1730.0,14270.0,1.0,no,fair,7,1730.0,0,59,98065,47.5318,-121.833,1600.0,11232,0
3,1.5,2390.0,4000.0,1.5,no,fair,9,1690.0,700,82,98105,47.6604,-122.28,2350.0,4000,1
3,1.0,1630.0,16393.0,1.0,no,fair,7,1630.0,0,49,98033,47.6576,-122.186,1880.0,23497,0
2,1.0,1280.0,7861.0,1.0,no,good,6,1280.0,0,105,98002,47.3007,-122.228,1020.0,6480,0
3,1.5,1300.0,7370.0,1.0,no,good,7,900.0,400,42,98023,47.3025,-122.37,1430.0,7500,1
4,3.25,3520.0,5250.0,2.0,no,fair,9,3520.0,0,6,98053,47.6869,-122.019,3220.0,5781,0
5,3.25,3920.0,4832.0,2.0,no,fair,9,3030.0,890,4,98065,47.5202,-121.885,2660.0,4832,1
3,1.75,1040.0,9000.0,1.0,no,good,7,1040.0,0,51,98027,47.5253,-122.043,1750.0,10878,0
3,3.25,1860.0,1787.0,3.0,no,fair,8,1860.0,0,11,98155,47.7563,-122.316,1830.0,1787,0
3,2.5,1750.0,4200.0,2.0,no,fair,7,1750.0,0,13,98038,47.3605,-122.04,1890.0,4048,0
3,2.5,1580.0,6065.0,2.0,no,fair,8,1580.0,0,33,98029,47.5692,-122.021,1770.0,6700,0
3,2.5,1620.0,5250.0,2.0,no,fair,8,1620.0,0,31,98003,47.3538,-122.301,1650.0,5250,0
2,1.0,740.0,5000.0,1.0,no,good,6,740.0,0,92,98118,47.5298,-122.273,1170.0,4968,0
3,2.5,2424.0,5931.0,2.0,no,fair,9,2424.0,0,4,98042,47.3515,-122.134,2424.0,6036,0
6,1.5,1810.0,4838.0,1.5,no,good,5,1050.0,760,113,98055,47.4874,-122.202,1300.0,4838,1
5,2.0,1760.0,21562.0,1.0,no,fair,8,1560.0,200,59,98028,47.7597,-122.263,2150.0,12676,1
3,1.0,910.0,5800.0,1.5,no,good,5,910.0,0,118,98022,47.2068,-121.992,1400.0,6766,0
4,2.5,3470.0,20445.0,2.0,no,good,10,3470.0,0,55,98040,47.547,-122.219,3360.0,21950,0
3,1.0,1180.0,43124.0,1.0,no,good,6,1180.0,0,59,98027,47.5278,-122.063,1410.0,43560,0
3,1.75,1510.0,6597.0,1.0,no,good,6,950.0,560,79,98144,47.5938,-122.315,1460.0,5320,1
3,2.5,3000.0,25341.0,2.0,no,fair,9,3000.0,0,23,98053,47.6724,-122.013,3000.0,32417,0
4,1.5,1810.0,6000.0,1.0,no,fair,8,1350.0,460,66,98136,47.5233,-122.386,2020.0,6000,1
3,1.0,1150.0,7260.0,1.0,no,fair,7,1150.0,0,59,98133,47.7344,-122.333,1200.0,7888,0
4,2.0,1830.0,10416.0,1.0,no,fair,7,1370.0,460,60,98146,47.4878,-122.341,1830.0,9271,1
3,1.0,1120.0,8200.0,1.0,no,good,7,1120.0,0,80,98125,47.7254,-122.29,1820.0,7205,0
3,2.5,2620.0,4874.0,2.0,no,fair,7,2620.0,0,19,98065,47.5328,-121.879,2360.0,4231,0
3,1.75,1780.0,35233.0,1.0,no,good,8,1420.0,360,39,98001,47.2949,-122.269,1950.0,17334,1
3,1.0,1300.0,7975.0,1.0,no,good,7,1300.0,0,60,98008,47.611,-122.122,1570.0,9075,0
3,1.75,2080.0,5969.0,1.0,no,fair,7,1080.0,1000,47,98108,47.5474,-122.295,2090.0,5500,1
2,3.25,2070.0,3128.0,2.0,yes,fair,9,1760.0,310,30,98075,47.5686,-122.06,2740.0,3568,1
2,1.5,1190.0,801.0,3.0,no,fair,8,1190.0,0,8,98106,47.5212,-122.358,1190.0,810,0
3,1.0,940.0,7125.0,1.5,no,good,7,940.0,0,60,98032,47.3756,-122.297,1170.0,7125,0
3,2.0,1750.0,4990.0,1.0,no,fair,7,950.0,800,102,98107,47.6667,-122.361,1700.0,5000,1
4,2.25,2920.0,17023.0,1.0,no,good,9,1690.0,1230,41,98006,47.5585,-122.134,2710.0,10681,1
4,2.75,3140.0,10918.0,1.0,no,fair,8,1900.0,1240,50,98034,47.7086,-122.243,3170.0,10918,1
4,4.25,4850.0,12445.0,2.0,yes,excellent,10,3850.0,1000,29,98034,47.7011,-122.244,3350.0,12210,1
4,2.5,2570.0,22215.0,2.0,no,excellent,7,2570.0,0,60,98059,47.4833,-122.157,2460.0,6533,0
2,1.5,1480.0,3120.0,1.0,no,fair,7,930.0,550,104,98105,47.6684,-122.323,1000.0,3780,1
3,2.25,1420.0,3433.0,2.0,no,good,7,1420.0,0,37,98034,47.7245,-122.163,1150.0,3432,0
2,1.5,1068.0,1158.0,2.0,no,fair,7,1068.0,0,28,98028,47.753,-122.244,1078.0,1278,0
3,2.5,2010.0,3200.0,2.0,no,fair,9,2010.0,0,9,98027,47.5463,-122.015,2250.0,3200,0
3,1.0,1130.0,12212.0,1.0,no,fair,6,1130.0,0,76,98146,47.4952,-122.34,1190.0,9240,0
4,2.5,3100.0,7807.0,2.0,no,fair,9,3100.0,0,15,98034,47.7151,-122.227,3100.0,7807,0
4,2.75,3990.0,6637.0,2.0,no,fair,9,3990.0,0,15,98053,47.6835,-122.045,3500.0,7074,0
3,1.75,2430.0,9133.0,1.0,no,good,7,1410.0,1020,40,98059,47.5116,-122.157,1980.0,9592,1
3,1.75,2340.0,6750.0,1.5,no,excellent,7,1620.0,720,104,98103,47.6956,-122.335,1410.0,3388,1
4,2.25,2620.0,33578.0,2.0,no,fair,7,2620.0,0,41,98075,47.5921,-122.013,2520.0,35160,0
4,2.5,3340.0,5314.0,2.0,no,fair,10,3340.0,0,8,98065,47.5167,-121.885,3220.0,5500,0
2,2.5,2170.0,8678.0,1.0,no,fair,8,2170.0,0,10,98053,47.7161,-122.014,2170.0,5890,0
5,2.75,3320.0,10500.0,1.0,no,good,7,2020.0,1300,55,98033,47.692,-122.166,1840.0,10425,1
3,2.5,1780.0,6771.0,1.0,no,fair,7,1230.0,550,28,98106,47.5237,-122.353,1780.0,6771,1
4,1.75,1730.0,8320.0,1.0,no,fair,7,1230.0,500,41,98023,47.327,-122.361,1840.0,9800,1
3,2.75,1980.0,3128.0,2.0,no,good,9,1980.0,0,39,98008,47.6109,-122.114,1950.0,2856,0
5,3.25,3350.0,4000.0,2.0,no,good,8,2510.0,840,21,98105,47.6645,-122.291,1620.0,4000,1
3,1.75,1850.0,14986.0,2.0,no,fair,6,1850.0,0,75,98059,47.4837,-122.148,2660.0,10650,0
4,2.5,2390.0,5249.0,2.0,no,fair,9,2390.0,0,12,98074,47.6194,-122.026,2600.0,5342,0
2,1.0,790.0,14200.0,1.0,no,fair,7,790.0,0,67,98188,47.459,-122.285,1430.0,10000,0
3,2.5,2230.0,5050.0,2.0,no,fair,7,2230.0,0,12,98042,47.3359,-122.055,2260.0,5050,0
4,2.0,1580.0,7800.0,2.0,no,okay,6,1580.0,0,112,98144,47.5848,-122.302,1190.0,4440,0
3,2.0,1580.0,5289.0,1.0,no,fair,7,870.0,710,78,98103,47.6881,-122.342,1310.0,5535,1
5,2.25,2570.0,13054.0,1.0,no,fair,8,1470.0,1100,68,98166,47.4487,-122.352,2570.0,19807,1
3,2.25,1410.0,1340.0,2.0,no,fair,8,1370.0,40,51,98008,47.6108,-122.113,1730.0,2748,1
2,2.25,1280.0,835.0,2.0,no,fair,7,1080.0,200,9,98118,47.5592,-122.284,1280.0,1246,1
3,1.0,1540.0,9450.0,1.0,no,good,7,1540.0,0,58,98198,47.3612,-122.315,1210.0,9450,0
3,2.0,1330.0,8748.0,1.0,no,fair,7,1330.0,0,32,98003,47.2619,-122.298,1510.0,8584,0
2,1.5,830.0,1034.0,2.0,no,fair,8,830.0,0,9,98144,47.5926,-122.3,1130.0,2534,0
4,2.5,3340.0,12248.0,2.0,no,fair,9,2470.0,870,20,98126,47.5858,-122.379,2110.0,5679,1
3,1.0,1250.0,4800.0,1.0,no,good,7,1250.0,0,67,98126,47.5517,-122.381,1404.0,4800,0
3,3.25,1530.0,1565.0,2.0,no,fair,8,1280.0,250,13,98122,47.6179,-122.312,1530.0,1381,1
2,1.0,880.0,5111.0,1.0,no,fair,6,880.0,0,87,98115,47.6997,-122.314,1370.0,5111,0
3,2.75,3360.0,41250.0,1.0,no,good,7,1820.0,1540,30,98022,47.2604,-122.023,2580.0,98881,1
3,2.5,2720.0,6014.0,2.0,no,fair,7,2720.0,0,16,98092,47.3344,-122.174,2760.0,6537,0
4,1.75,1520.0,5250.0,1.0,no,fair,6,1520.0,0,69,98199,47.6581,-122.39,1530.0,5250,0
3,1.75,2140.0,6000.0,1.0,no,fair,7,1070.0,1070,70,98117,47.6913,-122.366,1240.0,4650,1
4,2.5,3230.0,40319.0,2.0,no,good,10,3230.0,0,31,98027,47.4856,-122.069,2990.0,40234,0
3,2.5,1740.0,2226.0,2.0,no,fair,8,1320.0,420,10,98106,47.525,-122.366,1740.0,1789,1
3,2.25,2940.0,6500.0,3.0,no,fair,9,2940.0,0,4,98136,47.5482,-122.388,1680.0,6500,0
3,1.5,1490.0,6604.0,1.0,no,good,6,1490.0,0,100,98166,47.4683,-122.351,1330.0,6604,0
3,1.0,1370.0,8162.0,1.5,no,fair,6,1370.0,0,69,98125,47.7263,-122.289,1560.0,8250,0
4,3.0,3330.0,7650.0,1.0,no,fair,9,1830.0,1500,10,98103,47.6889,-122.352,1200.0,3876,1
3,1.0,1170.0,3330.0,2.0,no,good,6,1170.0,0,49,98092,47.3155,-122.182,1090.0,3330,0
5,3.5,3840.0,8279.0,2.0,no,fair,9,3840.0,0,17,98074,47.6039,-122.059,3570.0,8279,0
5,2.75,1970.0,5400.0,1.0,no,fair,7,1320.0,650,32,98144,47.5868,-122.308,1280.0,2150,1
2,1.0,960.0,8276.0,1.0,no,fair,5,960.0,0,79,98027,47.5322,-122.033,1620.0,6000,0
2,1.0,1250.0,3825.0,1.0,no,fair,7,850.0,400,89,98117,47.6805,-122.38,1370.0,4998,1
3,1.75,1830.0,9425.0,1.0,no,fair,8,1590.0,240,72,98146,47.5038,-122.379,1670.0,8430,1
5,2.75,2350.0,4178.0,1.5,no,fair,8,1520.0,830,96,98112,47.6388,-122.3,1920.0,4178,1
2,1.0,830.0,6017.0,1.0,no,good,6,830.0,0,64,98133,47.7466,-122.334,1340.0,6040,0
2,1.75,1250.0,2890.0,1.0,no,good,7,790.0,460,98,98103,47.6795,-122.353,1500.0,3225,1
2,2.5,2395.0,6143.0,1.0,no,fair,8,2395.0,0,15,98053,47.7114,-122.029,2170.0,6162,0
